Unnamed: 0,year,region,installed,technology,agent,category,sector,fuel_consumption_costs
531,2055,R1,2045,gasboiler,A1,retrofit,residential,0
532,2060,R1,2025,gasboiler,A1,newcapa,residential,0
533,2060,R1,2055,gasboiler,A3,newcapa,residential,0
534,2030,R1,2030,gasboiler,A3,newcapa,residential,0
535,2045,R1,2045,gasboiler,A2,retrofit,residential,0
536,2055,R1,2030,windturbine,A1,newcapa,power,0
537,2025,R1,2025,heatpump,A1,retrofit,residential,0
538,2030,R1,2030,heatpump,A2,newcapa,residential,0
539,2060,R1,2025,gasboiler,A3,newcapa,residential,0
540,2050,R1,2045,gasboiler,A1,newcapa,residential,0
541,2055,R1,2035,gasboiler,A1,newcapa,residential,0
542,2030,R1,2025,heatpump,A1,retrofit,residential,0.016819083
543,2050,R1,2045,gasboiler,A3,newcapa,residential,0
544,2030,R1,2025,gasboiler,A2,retrofit,residential,0
545,2035,R1,2030,heatpump,A2,retrofit,residential,0
546,2060,R1,2035,gasboiler,A2,newcapa,residential,0
547,2025,R1,2025,gasboiler,A2,newcapa,residential,0
548,2045,R1,2040,gasboiler,A3,retrofit,residential,127.763.164.896
549,2060,R1,2025,gasboiler,A3,retrofit,residential,9.57E-09
550,2050,R1,2045,gasboiler,A3,newcapa,residential,0
551,2040,R1,2030,windturbine,A1,retrofit,power,0
552,2040,R1,2030,heatpump,A2,retrofit,residential,0
553,2025,R1,2025,heatpump,A1,retrofit,residential,0.172515331
554,2045,R1,2025,gasboiler,A2,retrofit,residential,0
555,2050,R1,2030,windturbine,A1,retrofit,power,0
556,2060,R1,2025,gasboiler,A3,retrofit,residential,0
557,2025,R1,2025,gasboiler,A2,retrofit,residential,0
558,2040,R1,2030,heatpump,A1,retrofit,residential,0
559,2035,R1,2025,windturbine,A1,retrofit,power,0
560,2030,R1,2025,windturbine,A1,newcapa,power,0
561,2060,R1,2025,gasboiler,A1,retrofit,residential,0
562,2055,R1,2050,gasboiler,A3,retrofit,residential,464.257.668.596
563,2060,R1,2055,gasboiler,A2,retrofit,residential,216.877.828.357
564,2035,R1,2030,heatpump,A2,retrofit,residential,0.1210169
565,2055,R1,2025,gasboiler,A2,newcapa,residential,0
566,2060,R1,2045,gasboiler,A2,newcapa,residential,0
567,2060,R1,2045,gasboiler,A1,newcapa,residential,0
568,2035,R1,2025,gasboiler,A1,retrofit,residential,0.926103427
569,2040,R1,2030,heatpump,A1,retrofit,residential,0.068072008
570,2030,R1,2025,gasboiler,A1,retrofit,residential,0
571,2045,R1,2030,windturbine,A1,newcapa,power,0
572,2045,R1,2045,gasboiler,A3,newcapa,residential,0
573,2045,R1,2035,gasboiler,A1,retrofit,residential,102.755.805.825
574,2045,R1,2025,gasCCGT,A1,newcapa,power,0
575,2045,R1,2035,gasboiler,A2,retrofit,residential,0
576,2025,R1,2025,gasboiler,A3,newcapa,residential,0
577,2050,R1,2050,gasboiler,A1,retrofit,residential,0
578,2060,R1,2025,windturbine,A1,newcapa,power,0
579,2060,R1,2025,gasboiler,A2,newcapa,residential,0
580,2040,R1,2025,gasCCGT,A1,retrofit,power,0
581,2040,R1,2025,gasCCGT,A1,newcapa,power,0
582,2055,R1,2030,windturbine,A1,newcapa,power,0
583,2040,R1,2025,windturbine,A1,newcapa,power,0
584,2050,R1,2040,gasboiler,A1,retrofit,residential,0.216603982
585,2045,R1,2025,gasCCGT,A1,newcapa,power,0
586,2060,R1,2045,gasboiler,A1,newcapa,residential,0
587,2035,R1,2025,gasboiler,A1,retrofit,residential,1.18E-05
588,2040,R1,2025,windturbine,A1,newcapa,power,0
589,2050,R1,2025,gasCCGT,A1,retrofit,power,0
590,2055,R1,2025,gasboiler,A3,retrofit,residential,0
591,2060,R1,2050,gasboiler,A1,newcapa,residential,0
592,2055,R1,2050,gasboiler,A3,retrofit,residential,0
593,2045,R1,2035,gasboiler,A2,retrofit,residential,0
594,2060,R1,2040,gasboiler,A3,newcapa,residential,0
595,2035,R1,2025,gasCCGT,A1,retrofit,power,2.63E-05
596,2030,R1,2025,windturbine,A1,newcapa,power,0
597,2055,R1,2035,gasboiler,A3,newcapa,residential,0
598,2050,R1,2045,gasboiler,A2,newcapa,residential,0
599,2045,R1,2045,gasboiler,A1,newcapa,residential,0
600,2050,R1,2025,windturbine,A1,retrofit,power,0
601,2040,R1,2025,gasCCGT,A1,retrofit,power,7.87E-09
602,2035,R1,2030,heatpump,A1,retrofit,residential,0.068072009
603,2060,R1,2045,gasboiler,A1,newcapa,residential,0
604,2060,R1,2055,gasboiler,A2,newcapa,residential,0
605,2035,R1,2025,gasboiler,A3,retrofit,residential,0
606,2035,R1,2025,gasboiler,A3,retrofit,residential,163.635.876.267
607,2055,R1,2045,gasboiler,A3,retrofit,residential,0
608,2045,R1,2025,windturbine,A1,retrofit,power,0
609,2040,R1,2025,windturbine,A1,retrofit,power,0
610,2060,R1,2055,gasboiler,A2,retrofit,residential,726.146.602.316
611,2030,R1,2025,windturbine,A1,newcapa,power,0
612,2060,R1,2025,gasboiler,A1,retrofit,residential,0
613,2040,R1,2025,windturbine,A1,newcapa,power,0
614,2060,R1,2025,gasboiler,A2,retrofit,residential,0
615,2060,R1,2055,gasboiler,A3,newcapa,residential,0
616,2035,R1,2025,windturbine,A1,newcapa,power,0
617,2050,R1,2035,gasboiler,A1,newcapa,residential,0
618,2025,R1,2025,gasCCGT,A1,retrofit,power,0
619,2040,R1,2030,heatpump,A1,retrofit,residential,0.544576031
620,2050,R1,2025,gasboiler,A1,newcapa,residential,0
621,2035,R1,2025,gasboiler,A2,retrofit,residential,6.97E-05
622,2045,R1,2025,gasboiler,A2,retrofit,residential,0
623,2040,R1,2030,heatpump,A1,retrofit,residential,0.020169485
624,2035,R1,2025,windturbine,A1,retrofit,power,0
625,2045,R1,2035,gasboiler,A3,retrofit,residential,609.500.137.264
626,2060,R1,2050,gasboiler,A1,retrofit,residential,0
627,2035,R1,2025,gasCCGT,A1,newcapa,power,0
628,2050,R1,2025,gasboiler,A2,newcapa,residential,0
629,2050,R1,2045,gasboiler,A1,newcapa,residential,0
630,2055,R1,2025,gasboiler,A2,retrofit,residential,0
631,2050,R1,2040,gasboiler,A1,newcapa,residential,0
632,2045,R1,2035,gasboiler,A2,retrofit,residential,609.500.137.264
633,2060,R1,2050,gasboiler,A3,newcapa,residential,0
634,2030,R1,2025,windturbine,A1,newcapa,power,0
635,2035,R1,2035,gasboiler,A1,retrofit,residential,0
636,2055,R1,2050,gasboiler,A2,newcapa,residential,0
637,2045,R1,2040,gasboiler,A1,retrofit,residential,170.350.886.528
638,2060,R1,2055,gasboiler,A2,newcapa,residential,0
639,2050,R1,2030,windturbine,A1,retrofit,power,0
640,2060,R1,2050,gasboiler,A3,newcapa,residential,0
641,2045,R1,2025,windturbine,A1,newcapa,power,0
642,2030,R1,2030,heatpump,A2,newcapa,residential,0
643,2055,R1,2050,gasboiler,A1,newcapa,residential,0
644,2060,R1,2050,gasboiler,A2,newcapa,residential,0
645,2030,R1,2030,heatpump,A1,newcapa,residential,0
646,2040,R1,2040,gasboiler,A1,retrofit,residential,0
647,2035,R1,2025,gasboiler,A1,retrofit,residential,1.18E-05
648,2050,R1,2025,windturbine,A1,retrofit,power,0
649,2030,R1,2025,gasCCGT,A1,newcapa,power,0
650,2035,R1,2030,heatpump,A1,retrofit,residential,0.020169486
651,2060,R1,2025,gasboiler,A3,newcapa,residential,0
652,2030,R1,2025,windturbine,A1,retrofit,power,0
653,2040,R1,2035,gasboiler,A3,retrofit,residential,0
654,2030,R1,2025,gasboiler,A3,retrofit,residential,0
655,2040,R1,2040,gasboiler,A2,newcapa,residential,0
656,2055,R1,2055,gasboiler,A3,retrofit,residential,0
657,2035,R1,2025,gasboiler,A3,retrofit,residential,0.208312594
658,2045,R1,2045,gasboiler,A3,retrofit,residential,0
659,2030,R1,2025,gasboiler,A1,retrofit,residential,0.277399266
660,2045,R1,2045,gasboiler,A2,retrofit,residential,0
661,2030,R1,2030,windturbine,A1,retrofit,power,0
662,2035,R1,2025,windturbine,A1,newcapa,power,0
663,2050,R1,2045,gasboiler,A1,retrofit,residential,26.644.625.565
664,2040,R1,2040,gasboiler,A3,retrofit,residential,0
665,2045,R1,2025,gasboiler,A2,retrofit,residential,2.08E-05
666,2035,R1,2025,gasboiler,A2,retrofit,residential,2.64E-09
667,2040,R1,2040,gasboiler,A3,retrofit,residential,0
668,2035,R1,2035,gasboiler,A1,newcapa,residential,0
669,2045,R1,2030,windturbine,A1,newcapa,power,0
670,2050,R1,2050,gasboiler,A1,retrofit,residential,0
671,2035,R1,2025,windturbine,A1,newcapa,power,0
672,2060,R1,2040,gasboiler,A3,newcapa,residential,0
673,2050,R1,2025,windturbine,A1,newcapa,power,0
674,2055,R1,2025,gasboiler,A3,newcapa,residential,0
675,2060,R1,2055,gasboiler,A1,newcapa,residential,0
676,2055,R1,2045,gasboiler,A1,retrofit,residential,122.963.123.183
677,2045,R1,2045,gasboiler,A2,newcapa,residential,0
678,2025,R1,2025,gasboiler,A2,newcapa,residential,0
679,2045,R1,2025,gasboiler,A1,retrofit,residential,0
680,2050,R1,2040,gasboiler,A3,newcapa,residential,0
681,2060,R1,2055,gasboiler,A2,newcapa,residential,0
682,2050,R1,2040,gasboiler,A1,retrofit,residential,0
683,2045,R1,2025,gasboiler,A1,retrofit,residential,0
684,2025,R1,2025,windturbine,A1,newcapa,power,0
685,2060,R1,2045,gasboiler,A2,newcapa,residential,0
686,2045,R1,2025,windturbine,A1,retrofit,power,0
687,2050,R1,2045,gasboiler,A3,retrofit,residential,0.25409313
688,2050,R1,2035,gasboiler,A1,newcapa,residential,0
689,2045,R1,2040,gasboiler,A2,retrofit,residential,0.542093511
690,2055,R1,2040,gasboiler,A1,newcapa,residential,0
691,2060,R1,2035,gasboiler,A2,newcapa,residential,0
692,2035,R1,2035,gasboiler,A1,newcapa,residential,0
693,2050,R1,2045,gasboiler,A3,retrofit,residential,0.847889842
694,2055,R1,2025,gasboiler,A2,newcapa,residential,0
695,2055,R1,2050,gasboiler,A2,retrofit,residential,0
696,2040,R1,2030,windturbine,A1,newcapa,power,0
697,2045,R1,2040,gasboiler,A1,retrofit,residential,0
698,2045,R1,2025,gasCCGT,A1,newcapa,power,0
699,2050,R1,2035,gasboiler,A3,newcapa,residential,0
700,2025,R1,2025,windturbine,A1,retrofit,power,0
701,2045,R1,2040,gasboiler,A2,retrofit,residential,0.542093511
702,2035,R1,2025,gasCCGT,A1,newcapa,power,0
703,2055,R1,2030,windturbine,A1,retrofit,power,0
704,2035,R1,2025,windturbine,A1,newcapa,power,0
705,2030,R1,2025,gasCCGT,A1,retrofit,power,9.44E-05
706,2045,R1,2025,gasCCGT,A1,retrofit,power,0
707,2040,R1,2025,windturbine,A1,newcapa,power,0
708,2060,R1,2040,gasboiler,A3,newcapa,residential,0
709,2050,R1,2025,windturbine,A1,newcapa,power,0
710,2040,R1,2030,windturbine,A1,newcapa,power,0
711,2055,R1,2055,gasboiler,A1,retrofit,residential,0
712,2035,R1,2030,heatpump,A2,retrofit,residential,0.051054006
713,2030,R1,2025,gasboiler,A3,retrofit,residential,0.693985496
714,2040,R1,2030,heatpump,A1,retrofit,residential,0.161355865
715,2040,R1,2030,heatpump,A1,retrofit,residential,0.020169485
716,2050,R1,2025,gasCCGT,A1,newcapa,power,0
717,2030,R1,2025,gasboiler,A3,retrofit,residential,0
718,2055,R1,2025,gasboiler,A2,newcapa,residential,0
719,2040,R1,2025,gasboiler,A3,retrofit,residential,2.08E-05
720,2050,R1,2025,gasCCGT,A1,retrofit,power,0
721,2045,R1,2040,gasboiler,A1,retrofit,residential,0.216603982
722,2050,R1,2045,gasboiler,A2,retrofit,residential,0.25409313
723,2060,R1,2050,gasboiler,A1,newcapa,residential,0
724,2035,R1,2035,gasboiler,A2,newcapa,residential,0
725,2055,R1,2025,gasboiler,A3,retrofit,residential,0
726,2045,R1,2025,windturbine,A1,retrofit,power,0
727,2055,R1,2050,gasboiler,A3,retrofit,residential,0.177456129
728,2060,R1,2045,gasboiler,A3,newcapa,residential,0
729,2025,R1,2025,windturbine,A1,retrofit,power,0
730,2025,R1,2025,windturbine,A1,retrofit,power,0
731,2045,R1,2045,gasboiler,A3,retrofit,residential,0
732,2055,R1,2025,windturbine,A1,newcapa,power,0
733,2060,R1,2055,gasboiler,A3,retrofit,residential,0.922223424
734,2040,R1,2025,gasboiler,A2,retrofit,residential,2.08E-05
735,2060,R1,2035,gasboiler,A2,newcapa,residential,0
736,2050,R1,2040,gasboiler,A3,retrofit,residential,0
737,2050,R1,2035,gasboiler,A2,newcapa,residential,0
738,2035,R1,2035,gasboiler,A1,newcapa,residential,0
739,2060,R1,2025,gasboiler,A3,retrofit,residential,0
740,2035,R1,2025,gasboiler,A1,retrofit,residential,0
741,2055,R1,2040,gasboiler,A3,newcapa,residential,0
742,2050,R1,2030,windturbine,A1,newcapa,power,0
743,2025,R1,2025,gasboiler,A2,retrofit,residential,0
744,2060,R1,2025,gasCCGT,A1,newcapa,power,0
745,2035,R1,2035,gasboiler,A2,newcapa,residential,0
746,2025,R1,2025,gasboiler,A2,retrofit,residential,0
747,2050,R1,2045,gasboiler,A2,retrofit,residential,0.847889842
748,2035,R1,2035,gasboiler,A1,newcapa,residential,0
749,2060,R1,2025,gasboiler,A1,newcapa,residential,0
750,2055,R1,2045,gasboiler,A1,retrofit,residential,0
751,2030,R1,2030,gasboiler,A3,newcapa,residential,0
752,2055,R1,2030,windturbine,A1,newcapa,power,0
753,2050,R1,2025,gasboiler,A1,retrofit,residential,3.52E-09
754,2050,R1,2050,gasboiler,A1,retrofit,residential,0
755,2055,R1,2025,gasboiler,A3,newcapa,residential,0
756,2045,R1,2045,gasboiler,A2,newcapa,residential,0
757,2055,R1,2035,gasboiler,A3,newcapa,residential,0
758,2035,R1,2035,gasboiler,A2,retrofit,residential,0
759,2055,R1,2055,gasboiler,A1,retrofit,residential,0
760,2050,R1,2025,windturbine,A1,newcapa,power,0
761,2045,R1,2030,windturbine,A1,retrofit,power,0
762,2045,R1,2030,windturbine,A1,newcapa,power,0
763,2030,R1,2025,windturbine,A1,retrofit,power,0
764,2035,R1,2030,heatpump,A2,retrofit,residential,0
765,2030,R1,2025,gasboiler,A1,retrofit,residential,3.52E-09
766,2025,R1,2025,heatpump,A1,retrofit,residential,0
767,2045,R1,2045,gasboiler,A1,newcapa,residential,0
768,2060,R1,2025,gasboiler,A2,retrofit,residential,2.88E-09
769,2030,R1,2025,gasboiler,A1,retrofit,residential,0.925313994
770,2030,R1,2030,gasboiler,A3,retrofit,residential,0
771,2040,R1,2040,gasboiler,A2,retrofit,residential,0
772,2060,R1,2035,gasboiler,A2,newcapa,residential,0
773,2055,R1,2050,gasboiler,A2,newcapa,residential,0
774,2040,R1,2035,gasboiler,A3,retrofit,residential,0
775,2045,R1,2045,gasboiler,A1,retrofit,residential,0
776,2050,R1,2035,gasboiler,A3,newcapa,residential,0
777,2060,R1,2025,windturbine,A1,newcapa,power,0
778,2050,R1,2025,gasboiler,A3,newcapa,residential,0
779,2040,R1,2025,gasCCGT,A1,newcapa,power,0
780,2025,R1,2025,gasboiler,A3,retrofit,residential,0
781,2035,R1,2025,gasCCGT,A1,retrofit,power,0
782,2040,R1,2040,gasboiler,A2,retrofit,residential,0
783,2050,R1,2025,windturbine,A1,retrofit,power,0
784,2050,R1,2045,gasboiler,A1,retrofit,residential,113.051.978.871
785,2040,R1,2025,windturbine,A1,retrofit,power,0
786,2045,R1,2040,gasboiler,A3,retrofit,residential,0
787,2035,R1,2025,windturbine,A1,newcapa,power,0
788,2025,R1,2025,gasCCGT,A1,newcapa,power,0
789,2050,R1,2045,gasboiler,A2,newcapa,residential,0
790,2055,R1,2035,gasboiler,A2,newcapa,residential,0
791,2050,R1,2025,gasboiler,A1,newcapa,residential,0
792,2045,R1,2025,windturbine,A1,retrofit,power,0
793,2055,R1,2025,gasboiler,A2,retrofit,residential,0
794,2060,R1,2025,windturbine,A1,newcapa,power,0
795,2060,R1,2025,gasboiler,A2,retrofit,residential,9.57E-09
796,2055,R1,2040,gasboiler,A2,newcapa,residential,0
797,2060,R1,2025,gasboiler,A3,newcapa,residential,0
798,2050,R1,2025,gasCCGT,A1,newcapa,power,0
799,2025,R1,2025,gasboiler,A1,newcapa,residential,0
800,2050,R1,2050,gasboiler,A2,retrofit,residential,0
801,2050,R1,2040,gasboiler,A1,retrofit,residential,571.635.405.807
802,2045,R1,2045,gasboiler,A2,newcapa,residential,0
803,2035,R1,2025,gasboiler,A2,retrofit,residential,0.694577571
804,2060,R1,2045,gasboiler,A3,newcapa,residential,0
805,2060,R1,2025,windturbine,A1,newcapa,power,0
806,2030,R1,2030,heatpump,A1,newcapa,residential,0
807,2060,R1,2040,gasboiler,A3,newcapa,residential,0
808,2055,R1,2055,gasboiler,A2,retrofit,residential,0
809,2050,R1,2025,gasboiler,A3,retrofit,residential,0
810,2045,R1,2035,gasboiler,A3,retrofit,residential,181.634.810.698
811,2060,R1,2025,gasboiler,A1,newcapa,residential,0
812,2060,R1,2040,gasboiler,A2,newcapa,residential,0
813,2035,R1,2030,gasboiler,A3,retrofit,residential,0
814,2050,R1,2030,windturbine,A1,newcapa,power,0
815,2040,R1,2025,windturbine,A1,retrofit,power,0
816,2050,R1,2050,gasboiler,A3,retrofit,residential,0
817,2055,R1,2055,gasboiler,A1,retrofit,residential,0
818,2050,R1,2025,windturbine,A1,retrofit,power,0
819,2055,R1,2050,gasboiler,A3,retrofit,residential,0.177456129
820,2050,R1,2035,gasboiler,A1,newcapa,residential,0
821,2060,R1,2035,gasboiler,A1,newcapa,residential,0
822,2040,R1,2030,heatpump,A2,retrofit,residential,0.015127114
823,2045,R1,2045,gasboiler,A3,newcapa,residential,0
824,2035,R1,2025,gasboiler,A1,retrofit,residential,0
825,2055,R1,2025,gasboiler,A1,newcapa,residential,0
826,2040,R1,2025,windturbine,A1,retrofit,power,0
827,2060,R1,2060,gasboiler,A1,retrofit,residential,0
828,2050,R1,2030,windturbine,A1,newcapa,power,0
829,2040,R1,2025,windturbine,A1,newcapa,power,0
830,2030,R1,2025,heatpump,A1,retrofit,residential,0.056764389
831,2045,R1,2025,gasboiler,A1,retrofit,residential,3.52E-09
832,2045,R1,2025,gasboiler,A2,retrofit,residential,8.80E-09
833,2055,R1,2055,gasboiler,A3,retrofit,residential,0
834,2025,R1,2025,gasboiler,A1,newcapa,residential,0
835,2060,R1,2035,gasboiler,A2,newcapa,residential,0
836,2040,R1,2040,gasboiler,A1,retrofit,residential,0
837,2030,R1,2030,windturbine,A1,retrofit,power,0
838,2055,R1,2045,gasboiler,A1,newcapa,residential,0
839,2055,R1,2025,gasCCGT,A1,newcapa,power,0
840,2050,R1,2035,gasboiler,A2,newcapa,residential,0
841,2040,R1,2035,gasboiler,A1,retrofit,residential,0
842,2030,R1,2025,gasboiler,A2,retrofit,residential,0.693985496
843,2035,R1,2025,gasboiler,A3,retrofit,residential,0
844,2040,R1,2030,gasboiler,A3,retrofit,residential,0
845,2060,R1,2055,gasboiler,A3,retrofit,residential,0
846,2045,R1,2035,gasboiler,A2,retrofit,residential,0
847,2060,R1,2025,windturbine,A1,newcapa,power,0
848,2025,R1,2025,gasboiler,A3,retrofit,residential,0
849,2055,R1,2050,gasboiler,A1,retrofit,residential,0.236608172
850,2055,R1,2055,gasboiler,A3,retrofit,residential,0
851,2025,R1,2025,windturbine,A1,newcapa,power,0
852,2035,R1,2025,windturbine,A1,newcapa,power,0
853,2045,R1,2030,windturbine,A1,newcapa,power,0
854,2030,R1,2030,heatpump,A1,retrofit,residential,0
855,2040,R1,2025,gasboiler,A2,retrofit,residential,2.64E-09
856,2040,R1,2025,gasboiler,A2,retrofit,residential,0
857,2035,R1,2025,windturbine,A1,newcapa,power,0
858,2040,R1,2040,gasboiler,A3,newcapa,residential,0
859,2055,R1,2050,gasboiler,A2,newcapa,residential,0
860,2030,R1,2025,gasboiler,A1,retrofit,residential,0
861,2040,R1,2030,windturbine,A1,retrofit,power,0
862,2050,R1,2025,gasCCGT,A1,newcapa,power,0
863,2060,R1,2025,gasboiler,A1,newcapa,residential,0
864,2045,R1,2025,windturbine,A1,newcapa,power,0
865,2025,R1,2025,gasboiler,A2,retrofit,residential,0
866,2035,R1,2025,windturbine,A1,newcapa,power,0
867,2055,R1,2025,gasboiler,A3,retrofit,residential,2.88E-09
868,2030,R1,2025,gasCCGT,A1,retrofit,power,0
869,2035,R1,2030,heatpump,A1,retrofit,residential,0
870,2025,R1,2025,gasCCGT,A1,retrofit,power,0
871,2055,R1,2025,gasboiler,A2,newcapa,residential,0
872,2045,R1,2045,gasboiler,A1,retrofit,residential,0
873,2060,R1,2050,gasboiler,A1,retrofit,residential,0
874,2050,R1,2025,gasboiler,A2,newcapa,residential,0
875,2060,R1,2025,gasboiler,A3,newcapa,residential,0
876,2050,R1,2040,gasboiler,A1,retrofit,residential,0
877,2030,R1,2025,windturbine,A1,retrofit,power,0
878,2045,R1,2035,gasboiler,A2,retrofit,residential,0
879,2050,R1,2050,gasboiler,A1,retrofit,residential,0
880,2050,R1,2040,gasboiler,A3,retrofit,residential,0.542093511
881,2055,R1,2055,gasboiler,A2,retrofit,residential,0
882,2025,R1,2025,heatpump,A1,retrofit,residential,0.397976562
883,2055,R1,2025,gasboiler,A1,newcapa,residential,0
884,2050,R1,2045,gasboiler,A1,retrofit,residential,0
885,2060,R1,2055,gasboiler,A3,retrofit,residential,726.146.602.316
886,2055,R1,2050,gasboiler,A1,retrofit,residential,0.786157681
887,2030,R1,2030,heatpump,A2,retrofit,residential,0
888,2045,R1,2045,gasboiler,A3,retrofit,residential,0
889,2035,R1,2030,windturbine,A1,retrofit,power,0
890,2030,R1,2030,heatpump,A1,newcapa,residential,0
891,2045,R1,2030,windturbine,A1,retrofit,power,0
892,2035,R1,2035,gasboiler,A1,newcapa,residential,0
893,2060,R1,2035,gasboiler,A1,newcapa,residential,0
894,2025,R1,2025,gasboiler,A2,retrofit,residential,0
895,2060,R1,2035,gasboiler,A1,newcapa,residential,0
896,2060,R1,2055,gasboiler,A1,newcapa,residential,0
897,2035,R1,2025,gasboiler,A3,retrofit,residential,0.694577571
898,2035,R1,2030,heatpump,A1,retrofit,residential,0
899,2030,R1,2025,gasCCGT,A1,newcapa,power,0
900,2045,R1,2035,gasboiler,A3,retrofit,residential,0
901,2030,R1,2030,gasboiler,A3,newcapa,residential,0
902,2060,R1,2035,gasboiler,A1,newcapa,residential,0
903,2060,R1,2055,gasboiler,A3,retrofit,residential,0
904,2060,R1,2060,gasboiler,A2,retrofit,residential,0
905,2050,R1,2035,gasboiler,A2,newcapa,residential,0
906,2025,R1,2025,gasboiler,A1,newcapa,residential,0
907,2045,R1,2025,gasCCGT,A1,newcapa,power,0
908,2055,R1,2055,gasboiler,A2,retrofit,residential,0
909,2025,R1,2025,windturbine,A1,newcapa,power,0
910,2050,R1,2025,gasboiler,A3,retrofit,residential,0
911,2055,R1,2050,gasboiler,A1,retrofit,residential,184.879.462.159
912,2050,R1,2030,windturbine,A1,newcapa,power,0
913,2035,R1,2035,gasboiler,A3,retrofit,residential,0
914,2045,R1,2045,gasboiler,A3,newcapa,residential,0
915,2050,R1,2045,gasboiler,A2,retrofit,residential,0
916,2060,R1,2055,gasboiler,A3,newcapa,residential,0
917,2040,R1,2025,windturbine,A1,newcapa,power,0
918,2045,R1,2045,gasboiler,A1,retrofit,residential,0
919,2055,R1,2035,gasboiler,A3,newcapa,residential,0
920,2025,R1,2025,gasboiler,A2,retrofit,residential,0
921,2060,R1,2050,gasboiler,A1,retrofit,residential,0.786157681
922,2045,R1,2045,gasboiler,A3,retrofit,residential,0
923,2040,R1,2025,gasCCGT,A1,retrofit,power,7.87E-09
924,2040,R1,2040,gasboiler,A3,retrofit,residential,0
925,2060,R1,2025,gasboiler,A1,retrofit,residential,1.28E-05
926,2040,R1,2030,windturbine,A1,retrofit,power,0
927,2035,R1,2030,windturbine,A1,retrofit,power,0
928,2050,R1,2040,gasboiler,A3,retrofit,residential,0.162452986
929,2030,R1,2025,gasCCGT,A1,newcapa,power,0
930,2025,R1,2025,gasCCGT,A1,newcapa,power,0
931,2025,R1,2025,heatpump,A1,retrofit,residential,170.971.105.083
932,2050,R1,2040,gasboiler,A1,retrofit,residential,0.722791348
933,2050,R1,2035,gasboiler,A3,newcapa,residential,0
934,2055,R1,2025,gasCCGT,A1,retrofit,power,0
935,2045,R1,2025,windturbine,A1,retrofit,power,0
936,2055,R1,2030,windturbine,A1,newcapa,power,0
937,2040,R1,2025,windturbine,A1,newcapa,power,0
938,2050,R1,2045,gasboiler,A2,retrofit,residential,0
939,2040,R1,2025,windturbine,A1,retrofit,power,0
940,2040,R1,2040,gasboiler,A1,newcapa,residential,0
941,2060,R1,2030,windturbine,A1,newcapa,power,0
942,2055,R1,2045,gasboiler,A2,retrofit,residential,0
943,2050,R1,2030,windturbine,A1,retrofit,power,0
944,2060,R1,2045,gasboiler,A1,newcapa,residential,0
945,2045,R1,2045,gasboiler,A1,newcapa,residential,0
946,2040,R1,2040,gasboiler,A2,retrofit,residential,0
947,2060,R1,2040,gasboiler,A1,newcapa,residential,0
948,2025,R1,2025,gasCCGT,A1,retrofit,power,0.204179162
949,2030,R1,2030,heatpump,A2,newcapa,residential,0
950,2055,R1,2030,windturbine,A1,retrofit,power,0
951,2045,R1,2035,gasboiler,A3,retrofit,residential,0.230951679
952,2040,R1,2025,windturbine,A1,retrofit,power,0
953,2040,R1,2025,gasboiler,A3,retrofit,residential,0
954,2060,R1,2035,gasboiler,A3,newcapa,residential,0
955,2030,R1,2025,gasboiler,A2,retrofit,residential,0.387951816
956,2060,R1,2060,gasboiler,A2,retrofit,residential,0
957,2060,R1,2060,gasboiler,A1,retrofit,residential,0
958,2045,R1,2045,gasboiler,A3,newcapa,residential,0
959,2060,R1,2025,gasboiler,A3,retrofit,residential,0
960,2045,R1,2040,gasboiler,A2,retrofit,residential,0.162452986
961,2055,R1,2025,gasboiler,A2,retrofit,residential,7.54E-05
962,2045,R1,2045,gasboiler,A1,newcapa,residential,0
963,2045,R1,2040,gasboiler,A3,retrofit,residential,0
964,2045,R1,2040,gasboiler,A1,retrofit,residential,0
965,2050,R1,2025,gasboiler,A1,retrofit,residential,2.77E-05
966,2040,R1,2040,gasboiler,A2,newcapa,residential,0
967,2035,R1,2025,gasCCGT,A1,retrofit,power,0
968,2055,R1,2050,gasboiler,A3,retrofit,residential,138.659.596.619
969,2050,R1,2025,gasCCGT,A1,newcapa,power,0
970,2050,R1,2025,gasboiler,A3,newcapa,residential,0
971,2055,R1,2050,gasboiler,A1,retrofit,residential,0
972,2055,R1,2025,gasCCGT,A1,retrofit,power,0
973,2030,R1,2025,gasboiler,A2,retrofit,residential,0
974,2045,R1,2045,gasboiler,A2,retrofit,residential,0
975,2040,R1,2040,gasboiler,A3,newcapa,residential,0
976,2060,R1,2030,windturbine,A1,newcapa,power,0
977,2040,R1,2025,gasCCGT,A1,newcapa,power,0
978,2050,R1,2035,gasboiler,A2,newcapa,residential,0
979,2050,R1,2050,gasboiler,A2,retrofit,residential,0
980,2050,R1,2035,gasboiler,A1,newcapa,residential,0
981,2055,R1,2030,windturbine,A1,retrofit,power,0
982,2030,R1,2030,gasboiler,A3,retrofit,residential,0
983,2055,R1,2030,windturbine,A1,retrofit,power,0
984,2035,R1,2025,windturbine,A1,retrofit,power,0
985,2060,R1,2050,gasboiler,A1,newcapa,residential,0
986,2060,R1,2055,gasboiler,A3,newcapa,residential,0
987,2035,R1,2025,gasCCGT,A1,retrofit,power,2.63E-05
988,2040,R1,2040,gasboiler,A3,newcapa,residential,0
989,2030,R1,2030,windturbine,A1,retrofit,power,0
